,budget,critic_rating,distribution,genre,id,method,rating,release,runtime,source,weekend1_date,weekend1_gross,weekend1_pertheater,weekend1_rank,weekend1_theaters,weekend2_date,weekend2_gross,weekend2_pertheater,weekend2_rank,weekend2_theaters,weekend3_date,weekend3_gross,weekend3_pertheater,weekend3_rank,weekend3_theaters,weekend4_date,weekend4_gross,weekend4_pertheater,weekend4_rank,weekend4_theaters,weekend5_date,weekend5_gross,weekend5_pertheater,weekend5_rank,weekend5_theaters,widest_release,year
The Three Musketeers 3D,90000000.0,,Summit Entertainment,Adventure,Three-Musketeers-3D-The,Live Action,PG-13,True,102.0,Based on Fiction Book/Short Story,2011-10-21 00:00:00,8674452,2875,4,3017,2011-10-28 00:00:00,3507359,1163,7,3017,2011-11-04 00:00:00,1698634,912,11,1863,2011-11-11 00:00:00,496871,743,21,669,2011-11-18 00:00:00,215819,1270,26,170,3017.0,2011
The Three Stooges,30000000.0,51.0,20th Century Fox,Comedy,Three-Stooges-The,Live Action,PG,True,92.0,Remake,2012-04-13 00:00:00,17010125,4892,2,3477,2012-04-20 00:00:00,9764214,2804,5,3482,2012-04-27 00:00:00,5167421,1664,9,3105,2012-05-04 00:00:00,1832333,843,10,2174,2012-05-11 00:00:00,1078339,762,13,1416,3482.0,2012
The Time Traveler's Wife,39000000.0,38.0,Warner Bros.,Drama,Time-Travelers-Wife-The,Live Action,PG-13,True,107.0,Based on Fiction Book/Short Story,2009-08-14 00:00:00,18623171,6233,3,2988,2009-08-21 00:00:00,9742427,3261,4,2988,2009-08-28 00:00:00,6452270,2179,7,2961,2009-09-04 00:00:00,4326787,1544,10,2803,2009-09-11 00:00:00,2307017,1035,12,2228,2988.0,2009
The To Do List,1500000.0,52.0,CBS Films,Comedy,To-Do-List-The,Live Action,R,True,103.0,Original Screenplay,2013-07-26 00:00:00,1579402,2672,15,591,2013-08-02 00:00:00,632101,1081,18,585,2013-08-09 00:00:00,69809,812,41,86,,,,,,,,,,,591.0,2013
The Tooth Fairy,48000000.0,18.0,20th Century Fox,Comedy,Tooth-Fairy,Live Action,PG,True,101.0,Original Screenplay,2010-01-22 00:00:00,14010409,4190,4,3344,2010-01-29 00:00:00,9998109,2989,4,3345,2010-02-05 00:00:00,6629595,2060,5,3218,2010-02-12 00:00:00,6054257,2203,6,2748,2010-02-19 00:00:00,4354280,1726,7,2523,3345.0,2010
The Tourist,100000000.0,20.0,Sony Pictures,Thriller/Suspense,Tourist-The,Live Action,PG-13,True,102.0,Original Screenplay,2010-12-10 00:00:00,16472458,5977,2,2756,2010-12-17 00:00:00,8522287,3092,6,2756,2010-12-24 00:00:00,5371896,1949,10,2756,2010-12-31 00:00:00,6625759,2404,11,2756,2011-01-07 00:00:00,3766574,1542,13,2442,2756.0,2010
The Town,37000000.0,93.0,Warner Bros.,Drama,Town-The,Live Action,R,True,123.0,Based on Fiction Book/Short Story,2010-09-17 00:00:00,23808032,8322,1,2861,2010-09-24 00:00:00,15605171,5409,3,2885,2010-10-01 00:00:00,9749332,3322,4,2935,2010-10-08 00:00:00,6411008,2357,6,2720,2010-10-15 00:00:00,3977006,1679,7,2368,2935.0,2010
The Transporter 2,32000000.0,51.0,20th Century Fox,Action,Transporter-2-The,Live Action,PG-13,True,,Original Screenplay,2005-09-02 00:00:00,16540720,5008,1,3303,2005-09-09 00:00:00,7389470,2226,3,3320,2005-09-16 00:00:00,4012866,1431,6,2805,2005-09-23 00:00:00,2227033,1290,9,1726,2005-09-30 00:00:00,1160986,1099,13,1056,3320.0,2005
The Tree of Life,35000000.0,84.0,Fox Searchlight,Drama,Tree-of-Life-The-(2011),Live Action,PG-13,False,138.0,Original Screenplay,2011-05-27 00:00:00,372920,93230,15,4,2011-06-03 00:00:00,618291,30915,13,20,2011-06-10 00:00:00,827009,17596,11,47,2011-06-17 00:00:00,1163923,10121,11,115,2011-06-24 00:00:00,1328026,6177,12,215,215.0,2011
"The Twilight Saga: Breaking Dawn, Part 1",127500000.0,24.0,Summit Entertainment,Drama,Twilight-Saga-Breaking-Dawn-Part-1-The,Live Action,PG-13,True,117.0,Based on Fiction Book/Short Story,2011-11-18 00:00:00,138122261,34012,1,4061,2011-11-25 00:00:00,41683574,10252,1,4066,2011-12-02 00:00:00,16535465,4087,1,4046,2011-12-09 00:00:00,7819402,2170,3,3604,2011-12-16 00:00:00,4197893,1419,6,2958,4066.0,2011
"The Twilight Saga: Breaking Dawn, Part 2",136200000.0,48.0,Lionsgate,Drama,Twilight-Saga-Breaking-Dawn-Part-2-The,Live Action,PG-13,True,115.0,Based on Fiction Book/Short Story,2012-11-16 00:00:00,141067634,34660,1,4070,2012-11-23 00:00:00,43641448,10723,1,4070,2012-11-30 00:00:00,17416362,4345,1,4008,2012-12-07 00:00:00,9156265,2511,3,3646,2012-12-14 00:00:00,5136074,1688,6,3042,4070.0,2012
The Twilight Saga: Eclipse,68000000.0,49.0,Summit Entertainment,Drama,Twilight-Saga-Eclipse-The,Live Action,PG-13,True,124.0,Based on Fiction Book/Short Story,2010-07-02 00:00:00,64832191,14510,1,4468,2010-07-09 00:00:00,31708438,7097,2,4468,2010-07-16 00:00:00,13420480,3354,4,4001,2010-07-23 00:00:00,7186170,2303,8,3121,2010-07-30 00:00:00,4014953,1720,10,2334,4468.0,2010
The Twilight Saga: New Moon,50000000.0,28.0,Summit Entertainment,Drama,Twilight-Saga-New-Moon-The,Live Action,PG-13,True,130.0,Based on Fiction Book/Short Story,2009-11-20 00:00:00,142839137,35497,1,4024,2009-11-27 00:00:00,42870031,10606,1,4042,2009-12-04 00:00:00,15427628,3741,2,4124,2009-12-11 00:00:00,7960394,2190,4,3635,2009-12-18 00:00:00,4407598,1452,5,3035,4124.0,2009
The Ugly Truth,38000000.0,13.0,Sony Pictures,Romantic Comedy,Ugly-Truth-The,Live Action,R,True,95.0,Original Screenplay,2009-07-24 00:00:00,27605576,9579,3,2882,2009-07-31 00:00:00,13187433,4576,4,2882,2009-08-07 00:00:00,6750125,2269,6,2975,2009-08-14 00:00:00,4448232,1628,8,2733,2009-08-21 00:00:00,2774174,1407,9,1971,2975.0,2009
The Unborn,16000000.0,10.0,Universal,Horror,Unborn-The-(2009),Live Action,PG-13,True,,Original Screenplay,2009-01-09 00:00:00,19810585,8405,3,2357,2009-01-16 00:00:00,9341985,3960,7,2359,2009-01-23 00:00:00,4359865,2065,13,2111,2009-01-30 00:00:00,1222980,935,21,1308,2009-02-06 00:00:00,393830,1015,28,388,2359.0,2009
The Uninvited,,32.0,Paramount Pictures,Horror,Uninvited-The,Live Action,PG-13,True,,Remake,2009-01-30 00:00:00,10325824,4405,3,2344,2009-02-06 00:00:00,6262651,2672,9,2344,2009-02-13 00:00:00,4347464,2411,13,1803,2009-02-20 00:00:00,1292129,1028,17,1257,2009-02-27 00:00:00,730334,994,21,735,2344.0,2009
The Upside of Anger,12000000.0,74.0,New Line,Drama,Upside-of-Anger-The,Live Action,R,False,,Original Screenplay,2005-03-11 00:00:00,211559,23507,29,9,2005-03-18 00:00:00,1853260,12113,11,153,2005-03-25 00:00:00,1249125,7480,11,167,2005-04-01 00:00:00,4025000,3623,8,1111,2005-04-08 00:00:00,2500503,2172,10,1151,1151.0,2005
The Village,71682975.0,43.0,Walt Disney,Thriller/Suspense,Village-The,Live Action,PG-13,True,109.0,Original Screenplay,2004-07-30 00:00:00,50746142,13605,1,3730,2004-08-06 00:00:00,16468564,4412,2,3733,2004-08-13 00:00:00,7157635,2278,6,3142,2004-08-20 00:00:00,3722806,1655,9,2249,2004-08-27 00:00:00,1889981,1212,15,1560,3733.0,2004
The Visitor,4000000.0,89.0,Overture Films,Comedy,Visitor-The,Live Action,PG-13,False,,Original Screenplay,2008-04-11 00:00:00,86488,21622,45,4,2008-04-18 00:00:00,166499,9250,31,18,2008-04-25 00:00:00,477711,6286,16,76,2008-05-02 00:00:00,606597,4666,16,130,2008-05-09 00:00:00,729212,3360,13,217,217.0,2008
The Vow,30000000.0,29.0,Sony Pictures,Drama,Vow-The,Live Action,PG-13,True,104.0,Based on Real Life Events,2012-02-10 00:00:00,41202458,13929,1,2958,2012-02-17 00:00:00,23065077,7798,2,2958,2012-02-24 00:00:00,9916774,3264,5,3038,2012-03-02 00:00:00,6011147,2127,7,2826,2012-03-09 00:00:00,3842485,1551,8,2478,3038.0,2012
The War of the Worlds,132000000.0,74.0,Paramount Pictures,Action,War-of-the-Worlds,Animation/Live Action,PG-13,True,116.0,Remake,2005-07-01 00:00:00,64878725,16602,1,3908,2005-07-08 00:00:00,30469118,7793,2,3910,2005-07-15 00:00:00,15244749,4094,4,3724,2005-07-22 00:00:00,8925605,2734,6,3265,2005-07-29 00:00:00,5481239,2359,9,2324,3910.0,2005
The Warrior's Way,42000000.0,29.0,Relativity,Western,Warriors-Way-The,Live Action,R,True,100.0,Original Screenplay,2010-12-03 00:00:00,3048665,1880,9,1622,2010-12-10 00:00:00,975541,601,14,1622,2010-12-17 00:00:00,84571,390,29,217,2010-12-24 00:00:00,6823,201,54,34,2010-12-31 00:00:00,13430,353,56,38,1622.0,2010
The Watch,55000000.0,,20th Century Fox,Comedy,Neighborhood-Watch,Live Action,R,True,87.0,Original Screenplay,2012-07-27 00:00:00,12750297,4025,3,3168,2012-08-03 00:00:00,6527915,2061,5,3168,2012-08-10 00:00:00,2221451,902,10,2463,2012-08-17 00:00:00,502413,979,21,513,2012-08-24 00:00:00,230558,922,28,250,3168.0,2012
The Water Horse: Legend of the Deep,,74.0,Sony Pictures,Drama,Water-Horse-Legend-of-the-Deep-The,Live Action,PG,True,,Based on Folk Tale/Legend/Fairytale,2007-12-28 00:00:00,9186054,3314,8,2772,2008-01-04 00:00:00,6230489,2244,8,2777,2008-01-11 00:00:00,3332323,1330,13,2506,2008-01-18 00:00:00,1784413,1074,17,1661,2008-01-25 00:00:00,686265,1014,23,677,2777.0,2007
The Way Way Back,5000000.0,85.0,Fox Searchlight,Comedy,Way-Way-Back-The,Live Action,PG-13,False,103.0,Original Screenplay,2013-07-05 00:00:00,552788,29094,13,19,2013-07-12 00:00:00,1121851,14201,13,79,2013-07-19 00:00:00,2200622,7239,13,304,2013-07-26 00:00:00,3445814,3889,11,886,2013-08-02 00:00:00,2730326,2728,11,1001,1001.0,2013
The Weather Man,20000000.0,58.0,Paramount Pictures,Drama,Weather-Man-The,Live Action,R,True,102.0,Original Screenplay,2005-10-28 00:00:00,4248465,2814,6,1510,2005-11-04 00:00:00,2870706,1901,8,1510,2005-11-11 00:00:00,1754301,1403,13,1250,2005-11-18 00:00:00,333633,453,18,736,2005-11-25 00:00:00,39431,580,50,68,1510.0,2005
The Wedding Crashers,40000000.0,75.0,New Line,Comedy,Wedding-Crashers-The,Live Action,R,True,119.0,Original Screenplay,2005-07-15 00:00:00,33900720,11590,2,2925,2005-07-22 00:00:00,25665065,8774,2,2925,2005-07-29 00:00:00,20023159,6608,1,3030,2005-08-05 00:00:00,16035177,5163,2,3106,2005-08-12 00:00:00,11834614,3780,4,3131,3131.0,2005
The Wedding Date,15000000.0,10.0,Universal,Romantic Comedy,Wedding-Date-The,Live Action,PG-13,True,,Based on Fiction Book/Short Story,2005-02-04 00:00:00,11129580,6566,2,1695,2005-02-11 00:00:00,5513065,3235,6,1704,2005-02-18 00:00:00,3852360,2460,10,1566,2005-02-25 00:00:00,2109640,1635,12,1290,2005-03-04 00:00:00,850485,1050,17,810,1704.0,2005
The White Ribbon,18000000.0,,Sony Pictures Classics,Drama,Weisse-Band-Eine-deutsche-Kindergeschichte-Das,Live Action,R,False,,Original Screenplay,2010-01-01 00:00:00,59848,19949,42,3,2010-01-08 00:00:00,48374,9675,42,5,2010-01-15 00:00:00,77945,6495,40,12,2010-01-22 00:00:00,114175,6009,34,19,2010-01-29 00:00:00,116866,5312,35,22,22.0,2010
The Whole Ten Yards,30000000.0,4.0,Warner Bros.,Comedy,Whole-Ten-Yards-The,Live Action,PG-13,True,98.0,Original Screenplay,2004-04-09 00:00:00,6685381,2519,8,2654,2004-04-16 00:00:00,3585434,1351,11,2654,2004-04-23 00:00:00,1445492,719,15,2010,2004-04-30 00:00:00,442472,770,23,575,2004-05-14 00:00:00,39473,541,62,73,2654.0,2004
The Wicker Man,,15.0,Warner Bros.,Thriller/Suspense,Wicker-Man-The,Live Action,PG-13,True,103.0,Remake,2006-09-01 00:00:00,9610204,3452,3,2784,2006-09-08 00:00:00,4062271,1459,8,2784,2006-09-15 00:00:00,2141978,890,12,2407,2006-09-22 00:00:00,1103407,760,17,1451,2006-09-29 00:00:00,363282,696,25,522,2784.0,2006
The Wild,80000000.0,20.0,Walt Disney,Adventure,Wild-The,Digital Animation,G,True,82.0,Original Screenplay,2006-04-14 00:00:00,9684809,3393,4,2854,2006-04-21 00:00:00,8332068,2919,5,2854,2006-04-28 00:00:00,4799676,1842,9,2605,2006-05-05 00:00:00,2649182,1373,12,1930,2006-05-12 00:00:00,1630294,1341,14,1216,2854.0,2006
The Wind Rises,,89.0,Walt Disney,Drama,Kaze-Tachinu,Digital Animation,PG-13,False,126.0,Based on Fiction Book/Short Story,2014-02-21 00:00:00,313751,14941,25,21,2014-02-28 00:00:00,1517404,3059,13,496,2014-03-07 00:00:00,901555,1818,16,496,2014-03-14 00:00:00,431508,1415,21,305,2014-04-04 00:00:00,58472,1124,42,52,496.0,2014
The Wolf Man,150000000.0,34.0,Universal,Horror,Wolf-Man-The,Live Action,R,True,102.0,Remake,2010-02-12 00:00:00,31479235,9770,2,3222,2010-02-19 00:00:00,9895105,3070,5,3223,2010-02-26 00:00:00,4259865,1400,8,3043,2010-03-05 00:00:00,1636835,895,12,1829,2010-03-12 00:00:00,404630,736,20,550,3223.0,2010
The Wolf of Wall Street,100000000.0,77.0,Paramount Pictures,Black Comedy,Wolf-of-Wall-Street-The,Live Action,R,True,165.0,Based on Factual Book/Article,2013-12-27 00:00:00,18361578,7238,5,2537,2014-01-03 00:00:00,13230353,5174,4,2557,2014-01-10 00:00:00,8839220,3506,4,2521,2014-01-17 00:00:00,7069383,3663,9,1930,2014-01-24 00:00:00,5478368,3037,8,1804,2557.0,2013
The Wolverine,115000000.0,69.0,20th Century Fox,Action,Wolverine-The,Live Action,PG-13,True,126.0,Based on Comic/Graphic Novel,2013-07-26 00:00:00,53113752,13536,1,3924,2013-08-02 00:00:00,21324890,5434,2,3924,2013-08-09 00:00:00,8024404,2799,7,2867,2013-08-16 00:00:00,4518631,2196,10,2058,2013-08-23 00:00:00,2483787,1714,15,1449,3924.0,2013
The Woman in Black,15000000.0,66.0,CBS Films,Thriller/Suspense,Woman-in-Black-The,Live Action,PG-13,True,95.0,Based on Fiction Book/Short Story,2012-02-03 00:00:00,20874072,7311,2,2855,2012-02-10 00:00:00,10102658,3537,6,2856,2012-02-17 00:00:00,6679196,2610,8,2559,2012-02-24 00:00:00,2722485,1576,14,1727,2012-03-02 00:00:00,1154475,1422,17,812,2856.0,2012
The Woman in Black 2: Angel of Death,,21.0,Relativity,Horror,Woman-in-Black-2-Angel-of-Death-The,Live Action,PG-13,True,98.0,Original Screenplay,2015-01-02 00:00:00,15027415,5775,4,2602,2015-01-09 00:00:00,4648460,1786,9,2602,2015-01-16 00:00:00,1681276,1208,14,1392,2015-01-23 00:00:00,502972,986,25,510,2015-01-30 00:00:00,170297,785,34,217,2602.0,2015
The Women,16000000.0,13.0,Picturehouse,Comedy,Women-The,Live Action,PG-13,True,,Original Screenplay,2008-09-12 00:00:00,10155121,3428,4,2962,2008-09-19 00:00:00,5417780,1809,7,2995,2008-09-26 00:00:00,2646716,1002,12,2642,2008-10-03 00:00:00,745269,654,22,1139,2008-10-10 00:00:00,225534,654,30,345,2995.0,2008
The Words,6000000.0,22.0,CBS Films,Drama,Words-The,Live Action,PG-13,True,97.0,Based on Fiction Book/Short Story,2012-09-07 00:00:00,4750894,1696,4,2801,2012-09-14 00:00:00,2861273,1022,7,2801,2012-09-21 00:00:00,755640,606,19,1247,2012-09-28 00:00:00,147977,532,36,278,,,,,,2801.0,2012
The World's End,20000000.0,89.0,Focus Features,Comedy,Worlds-End-The,Live Action,R,True,2013.0,Original Screenplay,2013-08-23 00:00:00,8811790,5681,4,1551,2013-08-30 00:00:00,5036312,3243,8,1553,2013-09-06 00:00:00,2314494,1523,10,1520,2013-09-13 00:00:00,1308241,1052,12,1243,2013-09-20 00:00:00,716329,860,16,833,1553.0,2013
The World's Fastest Indian,25000000.0,82.0,Magnolia Pictures,Drama,Worlds-Fastest-Indian-The,Live Action,PG-13,False,,Based on Real Life Events,2006-02-03 00:00:00,400782,3516,29,114,2006-02-10 00:00:00,307786,2482,29,124,2006-02-17 00:00:00,440208,2432,27,181,2006-02-24 00:00:00,441888,2027,27,218,2006-03-03 00:00:00,331876,1502,31,221,221.0,2006
The Wrestler,6000000.0,98.0,Fox Searchlight,Drama,Wrestler-The,Live Action,R,False,,Original Screenplay,2008-12-19 00:00:00,202714,50679,24,4,2008-12-26 00:00:00,387530,21529,23,18,2009-01-02 00:00:00,437815,24323,23,18,2009-01-09 00:00:00,848410,14140,21,60,2009-01-16 00:00:00,1702695,11824,19,144,144.0,2008
The X-Files: I Want to Believe,35000000.0,31.0,20th Century Fox,Action,X-Files-I-Want-to-Believe-The,Live Action,PG-13,True,,Based on TV,2008-07-25 00:00:00,10021753,3147,4,3185,2008-08-01 00:00:00,3385878,1063,9,3185,2008-08-08 00:00:00,1290738,761,12,1695,2008-08-15 00:00:00,252450,964,27,262,2008-08-22 00:00:00,116850,717,41,163,3185.0,2008
There Will Be Blood,25000000.0,91.0,Paramount Vantage,Drama,There-Will-Be-Blood,Live Action,R,False,,Based on Fiction Book/Short Story,2007-12-28 00:00:00,190739,95370,31,2,2008-01-04 00:00:00,1321144,25905,18,51,2008-01-11 00:00:00,1860333,14421,17,129,2008-01-18 00:00:00,2941582,7562,11,389,2008-01-25 00:00:00,4869383,5502,9,885,885.0,2007
Think Like a Man,12000000.0,53.0,Sony Pictures,Romantic Comedy,Think-Like-a-Man,Live Action,PG-13,True,122.0,Based on Factual Book/Article,2012-04-20 00:00:00,33636303,16693,1,2015,2012-04-27 00:00:00,17604141,8737,1,2015,2012-05-04 00:00:00,8106166,4033,2,2010,2012-05-11 00:00:00,5816108,2834,3,2052,2012-05-18 00:00:00,2650549,1539,8,1722,2052.0,2012
Think Like a Man Too,24000000.0,23.0,Sony Pictures,Romantic Comedy,Think-Like-a-Man-2,Live Action,PG-13,True,105.0,Based on Factual Book/Article,2014-06-20 00:00:00,29241911,13142,1,2225,2014-06-27 00:00:00,10316397,4637,4,2225,2014-07-04 00:00:00,4874105,2819,9,1729,2014-07-11 00:00:00,2400983,1950,11,1231,2014-07-18 00:00:00,1070856,1705,18,628,2225.0,2014
Thirteen,2000000.0,81.0,Fox Searchlight,Drama,Thirteen,Live Action,R,False,,Original Screenplay,2003-08-22 00:00:00,116260,23252,42,5,2003-08-29 00:00:00,616844,8336,23,74,2003-09-05 00:00:00,624611,5783,21,108,2003-09-12 00:00:00,482695,3055,24,158,2003-09-19 00:00:00,467086,1922,21,243,243.0,2003
This Christmas,13000000.0,56.0,Sony Pictures,Drama,This-Christmas,Live Action,PG-13,True,,Original Screenplay,2007-11-23 00:00:00,17958183,9665,2,1858,2007-11-30 00:00:00,7941068,4274,3,1858,2007-12-07 00:00:00,4961083,2640,3,1879,2007-12-14 00:00:00,2260812,1177,7,1921,2007-12-21 00:00:00,924232,1051,15,879,1921.0,2007
This Means War,65000000.0,26.0,20th Century Fox,Romantic Comedy,This-Means-War,Live Action,PG-13,True,120.0,Original Screenplay,2012-02-17 00:00:00,17405930,5458,5,3189,2012-02-24 00:00:00,8425010,2642,7,3189,2012-03-02 00:00:00,5561323,2375,8,2342,2012-03-09 00:00:00,3756060,1927,9,1949,2012-03-16 00:00:00,2141760,1290,10,1660,3189.0,2012
This is 40,35000000.0,51.0,Universal,Comedy,This-is-40,Live Action,R,True,134.0,Spin-Off,2012-12-21 00:00:00,11579175,3975,3,2913,2012-12-28 00:00:00,12501060,4290,6,2914,2013-01-04 00:00:00,8353350,2850,7,2931,2013-01-11 00:00:00,4373225,1885,12,2320,2013-01-18 00:00:00,2032805,1650,17,1232,2931.0,2012
This is Where I Leave You,20000000.0,41.0,Warner Bros.,Comedy,This-is-Where-I-Leave-You,Live Action,R,True,103.0,Based on Fiction Book/Short Story,2014-09-19 00:00:00,11558149,4030,3,2868,2014-09-26 00:00:00,6894340,2404,4,2868,2014-10-03 00:00:00,4009345,1466,7,2735,2014-10-10 00:00:00,1568065,1038,13,1511,2014-10-17 00:00:00,509828,1016,18,502,2868.0,2014
This is the End,32000000.0,83.0,Sony Pictures,Comedy,This-is-the-End,Live Action,R,True,106.0,Based on Short Film,2013-06-14 00:00:00,20719162,6782,2,3055,2013-06-21 00:00:00,13290642,4350,4,3055,2013-06-28 00:00:00,8700827,3211,6,2710,2013-07-05 00:00:00,5870167,2790,9,2104,2013-07-12 00:00:00,2850571,2045,11,1394,3055.0,2013
Thor,150000000.0,77.0,Paramount Pictures,Action,Thor,Live Action,PG-13,True,113.0,Based on Comic/Graphic Novel,2011-05-06 00:00:00,65723338,16618,1,3955,2011-05-13 00:00:00,34703035,8757,1,3963,2011-05-20 00:00:00,15455304,3939,3,3924,2011-05-27 00:00:00,9533870,2893,5,3296,2011-06-03 00:00:00,4250044,1529,6,2780,3963.0,2011
Thor: The Dark World,150000000.0,65.0,Walt Disney,Adventure,Thor-The-Dark-World,Live Action,PG-13,True,111.0,Based on Comic/Graphic Novel,2013-11-08 00:00:00,85737841,22322,1,3841,2013-11-15 00:00:00,36586016,9525,1,3841,2013-11-22 00:00:00,14196302,3823,2,3713,2013-11-29 00:00:00,11085296,3373,3,3286,2013-12-06 00:00:00,4811545,1565,4,3074,3841.0,2013
Thunderbirds,55000000.0,19.0,Universal,Adventure,Thunderbirds,Live Action,PG,True,94.0,Based on TV,2004-07-30 00:00:00,2766810,1345,11,2057,2004-08-06 00:00:00,1257785,610,15,2062,2004-08-13 00:00:00,224755,395,29,569,2004-08-20 00:00:00,67185,400,45,168,,,,,,2062.0,2004
Tim Burton's The Nightmare Before Christmas 3D,,,Walt Disney,Musical,Tim-Burtons-The-Nightmare-Before-Christmas-3D,Stop-Motion Animation,PG,True,,Original Screenplay,2006-10-20 00:00:00,3277004,19506,12,168,2006-10-27 00:00:00,1916645,11409,13,168,2006-11-03 00:00:00,776576,4622,21,168,2006-11-10 00:00:00,464719,2869,23,162,2006-11-17 00:00:00,140675,1716,33,82,168.0,2006
Timeline,80000000.0,12.0,Paramount Pictures,Adventure,Timeline,Live Action,PG-13,True,,Based on Fiction Book/Short Story,2003-11-28 00:00:00,8440629,3029,8,2787,2003-12-05 00:00:00,2729568,979,11,2787,2003-12-12 00:00:00,869644,454,14,1915,2003-12-19 00:00:00,135474,219,29,620,2003-12-26 00:00:00,49665,155,52,320,2787.0,2003
Tinker Tailor Soldier Spy,21000000.0,83.0,Focus Features,Thriller/Suspense,Tinker-Tailor-Soldier-Spy,Live Action,R,False,128.0,Based on Fiction Book/Short Story,2011-12-09 00:00:00,310562,77641,17,4,2011-12-16 00:00:00,456777,28549,18,16,2011-12-23 00:00:00,717459,13045,19,55,2011-12-30 00:00:00,1085444,19043,17,57,2012-01-06 00:00:00,5478521,6772,9,809,809.0,2011
To Rome with Love,21500000.0,44.0,Sony Pictures Classics,Romantic Comedy,To-Rome-with-Love,Live Action,R,False,112.0,Original Screenplay,2012-06-22 00:00:00,361359,72272,20,5,2012-06-29 00:00:00,692300,23872,17,29,2012-07-06 00:00:00,3104328,3852,10,806,2012-07-13 00:00:00,2469235,3319,11,744,2012-07-20 00:00:00,1420891,2574,10,552,806.0,2012
To Save a Life,500000.0,33.0,Samuel Goldwyn Films,Drama,To-Save-a-Life,Live Action,PG-13,False,,Original Screenplay,2010-01-22 00:00:00,1513955,3433,15,441,2010-01-29 00:00:00,733457,1667,18,440,2010-02-05 00:00:00,269984,931,27,290,2010-02-12 00:00:00,58088,830,37,70,2010-02-19 00:00:00,79461,1006,42,79,441.0,2010
To the Arctic 3D,,67.0,Warner Bros.,Documentary,To-the-Arctic-3D,Live Action,G,False,40.0,Based on Real Life Events,2012-04-20 00:00:00,270228,5405,18,50,2012-04-27 00:00:00,235622,4712,22,50,2012-05-04 00:00:00,186609,3732,24,50,2012-05-11 00:00:00,208948,4264,23,49,2012-05-18 00:00:00,217321,4435,26,49,50.0,2012
Top Five,12000000.0,86.0,Paramount Pictures,Comedy,Top-Five,Live Action,R,True,101.0,Original Screenplay,2014-12-12 00:00:00,6896593,7045,4,979,2014-12-19 00:00:00,3590013,2747,8,1307,2014-12-26 00:00:00,3639210,2552,12,1426,2015-01-02 00:00:00,2139861,1791,16,1195,2015-01-09 00:00:00,545473,858,22,636,1426.0,2014
Torque,40000000.0,23.0,Warner Bros.,Action,Torque,Live Action,PG-13,True,,Original Screenplay,2004-01-16 00:00:00,9970557,4048,4,2463,2004-01-23 00:00:00,4492005,1824,8,2463,2004-01-30 00:00:00,1489491,967,17,1541,2004-02-06 00:00:00,391285,680,25,575,2004-02-13 00:00:00,150735,725,39,208,2463.0,2004
Total Recall,125000000.0,30.0,Sony Pictures,Action,Total-Recall-(Remake),Live Action,PG-13,True,117.0,Based on Fiction Book/Short Story,2012-08-03 00:00:00,25577758,7103,2,3601,2012-08-10 00:00:00,8013040,2225,5,3601,2012-08-17 00:00:00,3472829,1427,10,2434,2012-08-24 00:00:00,1760436,1117,14,1576,2012-08-31 00:00:00,868526,1149,19,756,3601.0,2012
